mesano,fornecedor,ean,nomeproduto,qtde_mes_anterior,entrada,valor,qtde_venda,faturamento,qtde_dishonest,valor_dishonest,estoquecd,estoqueloja,saldo
,,7898367984018,CERVEJA EISENBAHN PILSEN LATA 350 - PACK 12 UNIDADES,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7894900093001,REFRIGERANTE FANTA GUARAN&#193; - 350ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1333,1333
,,7894900700398,Refrigerante Coca Cola Zero 220 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7894900681178,Refrigerante Sprite 220ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7896045523412,Cerveja Heineken Lata 350 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,18,18
,,118880,DV MARACUJA LT 290ML 6U FL,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,0070847033301,Energ&#233;tico Monster Mango Loco Lata 473ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1326,1326
,,7894900680508,REFRIGERANTE LEMON FRESH ZERO A&#199;&#218;CAR SPRITE - 510ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,0070847033929,Energ&#233;tico Monster Ultra Violet sem a&#231;&#250;car 473 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1336,1336
,,7896371000007,CERVEJA THEREZ&#211;POLIS GOLD LAGER - LATA 350ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,36,36
,,7894900504002,BEBIDA ISOT&#212;NICA I9 POWERADE - MIX DE FRUTAS - 500ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1342,1342
,,7894900610017,Suco Del Valle 100% Laranja 1L,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7898367984117,CERVEJA EISENBAHN AMERICAN IPA - PACK 06 Lts,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7894900660319,Suco Del Valle lata sabor P&#234;ssego 290ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,18,18
,,7894900521504,&#193;gua Saborizada Crystal Sabor Frutas Vermelhas - 510 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7894900300017,&#193;gua T&#244;nica Schweppes 350 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7894900010398,Refrigerante Coca Cola 220 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7894900110005,BEBIDA ISOT&#212;NICA I9 POWERADE - UVA VERDE - 500ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1300,1300
,,7898367984070,CERVEJA EISENBAHN PALE ALE - LATA 350ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,18,18
,,7896045501038,Cerveja Reineken Lata 250 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,119513,Powerade Limao PET 500ml 06,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7896045505371,Cerveja Heineken Long Neck 330ml - PACK 06 UNIDADES,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,070847034803,ENERG&#201;TICO MONSTER DRAGON ICE - LEMON - 473ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,8412598000478,Cerveja Estrella Galicia 0,0 Lata 330 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7896045506705,CERVEJA PURO MALTE TIGER - 350ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
,,7894900030013,REFRIGERANTE FANTA LARANJA - 350ML,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,1318,1318
,,7896045504831,Cerveja Amstel Lata 350 ml,0,0,R$ 0,00,0,R$ 0,00,0,R$ 0,00,0,0,0
